predicted,real,set
9.152613,8.96,training
6.6121054,6.82,training
5.358925,4.68,training
7.9227133,7.28,training
2.6585748,2.3,training
5.5920315,6.27,training
4.664723,4.58,training
6.27915,6.19,training
8.453653,7.6,training
5.367491,5.01,training
7.0194244,7.22,training
8.249031,7.77,training
5.4446745,4.34,training
6.067127,5.7,training
10.309864,10.7,training
9.094483,8.54,training
5.058222,5,training
7.303143,7.64,training
4.354581,4.4,training
9.666641,8.66,training
6.8838725,6.96,training
7.363458,7.4,training
5.2254786,3.4,training
6.1150694,6,training
5.2199497,5.62,training
6.8239417,6.4,training
8.621629,8.7,training
2.9295068,2.91,training
7.179846,7.31,training
6.0863237,5.62,training
7.61939,7.72,training
5.369172,5,training
4.2396464,4.07,training
8.327176,8.36,training
7.138918,7.24,training
8.129534,7.89,training
5.038674,5.1,training
5.2262225,5.54,training
4.7475767,4.39,training
5.199913,4.85,training
5.809737,5.47,training
3.9063828,3.78,training
8.945054,8.15,training
7.3583913,8.22,training
5.5684752,4.96,training
7.033077,7.52,training
8.614618,9.1,training
7.4031825,7.39,training
7.8194222,7.7,training
8.929485,8.7,training
6.4533286,5.6,training
5.0827537,4.92,training
1.8291891,0.49,training
5.3680744,5.08,training
5.8833566,7.72,training
9.473501,8.96,training
4.8718467,4.42,training
9.863683,9.22,training
5.9032617,4.7,training
9.71577,10.22,training
4.280342,4.35,training
4.574653,4.51,training
9.895606,10,training
7.7680006,7.77,training
7.72178,7.05,training
8.647561,7.72,training
7.7570715,7.64,training
5.605727,5.6,training
4.718665,4.46,training
9.299676,8.4,training
4.62945,4.65,training
5.892325,6.22,training
6.9916406,7.07,training
5.899222,6.21,training
6.668238,7,training
8.9688,8.52,training
6.9273124,6.54,training
6.6109214,6.52,training
8.047864,8.57,training
8.591019,8.15,training
5.1051736,4.66,training
7.7576885,7.54,training
4.993246,4.82,training
3.5914674,3.09,training
6.279513,6.46,training
7.355857,6.89,training
10.044763,8.52,training
3.7243924,3.39,training
5.4417086,5,training
6.608189,6.85,training
8.806919,9,training
6.87465,6.29,training
8.11903,8.4,training
8.098079,9,training
5.777278,5.52,training
7.7407575,7.61,training
7.05229,6.51,training
5.3927746,5.8,training
7.3353186,7.8,training
8.393531,8.52,training
7.919206,7.89,training
8.076482,8.05,training
6.6699343,6.74,training
7.581942,7.21,training
4.0460696,4.28,training
7.6587467,7.44,training
7.180219,7,training
7.773099,7.12,training
7.141184,7.38,training
8.407379,7.74,training
5.958239,5.41,training
5.478072,5.02,training
5.1180916,4.72,training
4.746587,4.36,training
3.5603487,3.08,training
7.896855,7.85,training
7.0151644,7.66,training
7.105096,7.3,training
5.0400505,5.04,training
6.654941,6.2,training
6.7190843,6.85,training
6.609294,7.48,training
5.89694,4.12,training
6.8213606,6.2,training
8.612718,8,training
3.4712589,3,training
7.1309195,6.72,training
6.6186028,6.39,training
6.6158185,6.4,training
9.483771,8.62,training
6.5774884,6.66,training
5.5232425,5.43,training
7.9419594,8.32,training
3.9553692,3.42,training
11.120352,10.52,training
6.1335535,6.06,training
3.8178794,3.9,training
8.736358,8.18,training
3.9298766,3.6,training
8.071578,8.52,training
5.2995343,5.42,training
6.184304,5.98,training
5.6168704,5.77,training
6.0097375,6.25,training
3.1642306,2.44,training
7.626456,7.24,training
5.4854374,4.66,training
5.778982,5.23,training
4.2103863,3.85,training
9.984528,9.77,training
4.5545125,4.41,training
9.861775,9.12,training
7.0305057,7.24,training
4.5841084,4.64,training
5.899879,6.3,training
9.58509,8.7,training
5.9615755,6.25,training
6.687824,7.12,training
3.1995852,3.8,training
3.8744423,3.85,training
8.92495,8.4,training
6.302749,6,training
2.187669,1.64,training
6.5808816,6.4,training
6.9601483,6.74,training
7.248526,6.92,training
4.4112067,4.28,training
4.131265,3.69,training
5.0944085,4,training
6.7126703,6.29,training
7.6840606,7.43,training
5.937758,5.36,training
8.747308,8.43,training
5.1087413,4.44,training
6.264096,6.4,training
4.649297,4.96,training
3.62635,4.92,training
5.964156,6.54,training
6.2960916,6.24,training
4.059796,3.16,training
8.412576,8.8,training
4.122473,3.61,training
5.310306,4.79,training
5.6251144,5.62,training
6.7642913,5.8,training
11.308228,11.07,training
6.4453645,5.62,training
7.141644,6.71,training
5.369456,5.29,training
8.355627,7.24,training
7.5301056,6.68,training
6.41969,6.37,training
7.7325997,7.06,training
3.6884158,3.61,training
4.8504333,4.42,training
5.077437,4.4,training
6.1779532,6.7,training
8.259852,8.37,training
3.7956007,2.98,training
8.515341,8.7,training
7.560615,7.6,training
8.122999,7.77,training
7.5136304,7.41,training
5.7349663,4.98,training
6.26384,6.64,training
6.4658523,5.7,training
6.0149865,5.74,training
7.0480223,7.28,training
7.657522,8.57,training
8.720755,8.38,training
5.700867,5.14,training
5.4445662,5.28,training
4.968511,5,training
8.377911,8.3,training
7.54684,7.3,training
9.516206,8.41,training
7.014637,6.72,training
6.8288164,6.18,training
3.9072275,3.4,training
6.460835,6.02,training
5.4283485,5.05,training
8.063163,8.74,training
5.360252,5.48,training
7.144874,7.27,training
5.485789,4.39,training
9.064823,10.09,training
7.9431973,8.21,training
6.220544,5.82,training
6.4294367,6.87,training
5.388712,5.36,training
7.521579,7.72,training
8.675741,9.43,training
3.636079,2.44,training
6.1616435,5.43,training
3.6729934,3.32,training
9.295224,9.7,training
6.5222416,6.31,training
8.098404,8.15,training
4.7378674,4.6,training
6.277748,6.1,training
5.6828856,5.92,training
7.2114267,6.89,training
5.9879346,5.92,training
8.522719,7.92,training
6.315716,5.49,training
4.5101523,4.12,training
3.4999123,3.04,training
5.77923,5.7,training
6.568043,6.28,training
7.1848845,6.89,training
6.841217,6.8,training
8.439483,8.36,training
4.06971,4.49,training
5.513866,5.11,training
6.1544523,6.13,training
8.421553,8.18,training
3.7123,3.67,training
7.68605,7.77,training
8.395466,8.52,training
8.186144,7.57,training
8.443227,8.1,training
8.157819,7.7,training
4.966211,4.48,training
5.1069884,5.15,training
7.89501,8,training
8.847563,8.7,training
8.679826,8.07,training
8.321129,8.4,training
5.9816194,7.22,training
6.986068,5.99,training
4.4644675,4.3,training
9.169955,8.85,training
5.442576,5.62,training
9.218484,8.7,training
8.335645,8.52,training
3.9035974,4.24,training
6.9837003,7.07,training
4.081119,4.49,training
10.549499,12,training
10.51167,10.49,training
8.658691,8.4,training
7.953498,7.97,training
9.475449,9,training
4.8475614,5.01,training
2.657399,2.7,training
2.8372486,2.52,training
7.9849463,8.48,training
5.90949,6.3,training
5.5035143,5.3,training
5.975181,6.47,training
5.6572537,6,training
4.8816595,5.31,training
4.1323857,3.7,training
6.4422903,5.96,training
3.436352,3.35,training
4.171952,4,training
7.406453,6.66,training
3.5714588,3.49,training
9.213284,9.22,training
6.0809584,6,training
7.5497484,7.57,training
5.5555005,5.04,training
5.5993953,5.67,training
5.8865156,6.07,training
9.484085,9.34,training
7.241302,7.11,training
9.92537,9.1,training
9.338826,9.17,training
8.953055,6.12,training
8.2965975,8.2,training
5.673037,4.57,training
5.235698,5.22,training
8.442038,7.64,training
7.547428,7.57,training
7.498719,7.15,training
6.6722784,6.62,training
9.416904,8.92,training
7.651586,7.33,training
5.9303555,5.66,training
2.6911528,2.64,training
12.416538,11.72,training
3.9857974,4,training
7.067673,6.92,training
8.125268,8.15,training
4.1548853,3.46,training
3.3201482,3.54,training
9.973241,9.52,training
6.4573936,5.74,training
7.260135,7.59,training
4.2860274,4.1,training
4.9958725,3.03,training
8.149957,7.96,training
2.055532,1.6,training
4.6303554,4.59,training
9.209227,8.3,training
11.568748,11.15,training
5.0687194,4.6,training
5.9690075,6.54,training
6.4324527,6.66,training
5.2064962,4.98,training
7.645444,7.9,training
5.3020616,5.19,training
4.6726313,4.15,training
7.4391913,6.77,training
11.370626,11.1,training
9.093495,9.3,training
5.7661214,5.68,training
7.1586924,7,training
6.486013,6.6,training
5.071041,5.05,training
4.3218656,3.6,training
5.9939203,6,training
6.2198005,6.33,training
7.7561707,8.19,training
6.7823,6.54,training
6.989423,6.74,training
4.70718,4.09,training
6.662618,6.7,training
5.9077053,5.35,training
6.971001,7.3,training
6.0968504,5.77,training
5.166223,5.18,training
7.724493,7.85,training
7.0493445,7.27,training
8.446807,8.09,training
2.7131815,2.37,training
5.883079,5.74,training
7.491834,7.52,training
5.499357,5.41,training
6.1266565,5.26,training
8.225621,7.66,training
6.7322564,6.22,training
7.6490083,7.3,training
3.6232383,3.97,training
4.306185,3.82,training
7.3219748,7.07,training
5.9276447,5.27,training
7.3573375,6.8,training
8.339863,8.1,training
6.704825,7.03,training
6.862719,6.19,training
7.6938405,8.05,training
7.682564,7.03,training
9.225487,10.18,training
9.03717,9.6,training
9.37914,8.84,training
7.400312,7.59,training
5.373669,5.24,training
7.3039527,7.21,training
6.3549404,6.04,training
9.042068,8.59,training
6.5285053,5.89,training
5.187205,5.54,training
4.385599,4.02,training
6.95945,7.66,training
5.8572607,5.75,training
5.65866,5.72,training
8.467828,7.4,training
6.0021887,5.53,training
6.6303277,6.52,training
6.286916,5.88,training
5.372615,5.48,training
4.43166,4.3,training
5.059521,4.96,training
6.5003405,6.59,training
4.7249584,4.82,training
5.9490867,5.03,training
6.16709,6.05,training
4.4441786,3.59,training
5.4745975,5.62,training
4.031687,3.76,training
9.845042,10.49,training
8.650742,8.51,training
7.371013,7.74,training
3.0522048,2.7,training
4.908455,4.57,training
6.477009,6.15,training
7.700772,8,training
5.326267,4.59,training
7.900189,7.68,training
7.1368775,6.7,training
5.526881,4.85,training
5.614471,5.24,training
7.8552155,7.43,training
5.135602,4,training
2.666814,2.19,training
8.790506,8.35,training
5.28799,4.1,training
8.546268,9.52,training
8.200596,7.82,training
6.56465,5.31,training
6.1014585,6.05,training
6.726991,6.57,training
4.885294,3.74,training
6.257688,6.46,training
8.468082,8.3,training
9.230608,9.37,training
7.5415626,7.72,training
4.181293,4.15,training
5.085427,5.57,training
7.254781,7.89,training
5.6582026,5.34,training
4.773374,3.96,training
4.7729144,4.22,training
4.6756773,3.81,training
4.788184,4.07,training
3.9701433,2.96,training
5.9006386,4.99,training
4.57527,4.08,training
7.207744,7.85,training
7.2296925,6.92,training
7.278573,7.12,training
4.616417,4.75,training
7.285248,6.78,training
9.25865,8.22,training
7.1033206,7.82,training
6.783974,7.17,training
6.717945,6.74,training
6.4229198,5.92,training
4.8428893,5.24,training
5.1861544,4.85,training
7.4608836,8.7,training
6.8189564,6.42,training
8.756056,6.7,training
2.8692682,2.44,training
5.204355,5.41,training
4.75355,4.52,training
8.2895565,7.36,training
8.566946,7.7,training
9.169013,8.77,training
7.7102346,6.44,training
8.634972,8.2,training
4.767222,4.76,training
5.235018,4.97,training
8.179531,8.72,training
7.0472784,7.3,training
5.0232005,4.96,training
4.344036,4.4,training
5.9874,5.67,training
4.9220767,4.72,training
5.054356,5.03,training
6.813639,6.82,training
5.374251,4.8,training
5.433657,6.43,training
7.345258,7.37,training
5.78768,5.8,training
8.230935,7.77,training
5.989309,6.3,training
7.564251,7.7,training
7.270048,6.19,training
1.839298,1.82,training
4.525063,5.75,training
8.279101,8.3,training
9.437261,9.52,training
7.242007,7.4,training
6.7318153,6.55,training
6.288498,6.1,training
7.2136235,6.96,training
6.474781,6.23,training
7.4301643,7.2,training
8.780731,8.05,training
4.9701414,4.3,training
6.841589,6.7,training
7.8043966,6.99,training
6.965739,6.7,training
5.867323,6.09,training
9.003318,8.68,training
4.836122,4.7,training
6.7828264,6.26,training
6.893776,6.19,training
9.471116,9.4,training
2.1970718,1.74,training
5.5578084,5.7,training
11.743687,11.06,training
6.252003,5.92,training
7.8432913,7.16,training
6.197229,5.82,training
8.772544,8.28,training
5.3085384,4.57,training
6.833689,7,training
6.95914,6.82,training
8.268344,8.52,training
5.594467,5.22,training
7.8984213,6.7,training
5.870275,5.26,training
2.5519116,1.79,training
7.06308,5.71,training
2.1639316,1.85,training
8.332073,8.4,training
4.0102105,3.96,training
5.420182,4.66,training
8.682234,8.57,training
7.952012,8.4,training
6.962091,7,training
5.189181,5.3,training
5.445585,5.89,training
2.8869455,3,training
7.4479237,6.8,training
4.8986535,5.77,training
7.7399874,8.1,training
5.8055415,6.11,training
5.9396086,6.31,training
7.6985154,7.7,training
6.314299,6.1,training
8.107601,8.16,training
4.8149247,4.43,training
7.19998,7.7,training
6.5478263,7.59,training
5.5726223,4.81,training
7.2390003,7.85,training
3.3646646,3.5,training
5.5876937,5.34,training
9.690343,10.16,training
7.3626466,7.89,training
6.9697423,6.7,training
6.417386,6.05,training
8.623471,7.55,training
4.2334666,4.17,training
8.518455,8.18,training
5.702437,5.7,training
3.2677367,2,training
6.0316772,6.04,training
5.0516577,4.97,training
9.480586,10.82,training
9.083185,9.15,training
4.623371,4.96,training
6.9458327,6.8,training
4.702618,4.85,training
7.9313846,7.88,training
7.0793386,6.2,training
7.9647584,7.58,training
8.872966,9.05,training
6.873958,5.82,training
4.0192986,3.49,training
4.9610763,4.35,training
8.406755,7.49,training
5.0514846,6,training
11.264543,10.7,training
5.134499,4.3,training
7.961694,8.04,training
9.094251,9.15,training
7.9465733,8.36,training
8.511451,7.89,training
5.63217,6.06,training
3.7568161,3.46,training
4.2433734,4.21,training
8.608267,8.04,training
6.870797,7.39,training
7.5581207,7.66,training
9.150403,9.05,training
5.4354258,4.95,training
6.8557577,6.59,training
8.200048,7.82,training
6.2114353,6.27,training
3.7611578,2.17,training
7.294113,7.52,training
8.058232,7.62,training
7.796594,8.15,training
8.307887,8.14,training
6.4178934,7.35,training
7.890707,8.05,training
7.198087,8.7,training
5.15821,5.23,training
6.849632,7.14,training
6.2874036,6.08,training
6.199617,6,training
7.2272468,7.15,training
1.5982494,1.54,training
5.9106746,6.06,training
9.785621,8.82,training
4.0099735,3.7,training
10.061457,8.75,training
4.2559114,4.52,training
7.315026,6.85,training
6.2596607,5.98,training
8.490254,8.52,training
5.134869,4.79,training
5.796954,5.41,training
7.190749,8.11,training
8.33528,7.85,training
5.7326326,4.49,training
2.637359,1.49,training
7.875547,8.6,training
8.192124,7.52,training
4.1866217,3.43,training
6.3286557,6.4,training
6.6230726,8,training
8.123033,8.68,training
6.383874,6.05,training
7.2287135,7.77,training
7.0281916,6.72,training
4.2252626,4,training
3.479752,3.85,training
5.837811,5.4,training
6.710555,5.85,training
5.031391,5,training
3.2196043,3.31,training
9.15944,8.7,training
6.8104167,6.8,training
3.8335865,3.38,training
6.762999,6.49,training
5.249636,5.43,training
2.3528302,2.22,training
7.6279907,6.94,training
5.5306945,5.62,training
3.69794,2.89,training
3.8207252,3.73,training
7.2432585,7,training
7.8675175,7.52,training
5.243923,5.05,training
9.083764,9,training
9.056085,8.27,training
5.8758626,6.15,training
6.4222364,6.09,training
9.562313,10.05,training
3.994402,3.68,training
7.460328,8.4,training
7.787243,7.52,training
7.8028045,7.82,training
4.2201276,3.65,training
3.6501343,3.57,training
9.125675,8.8,training
6.003805,5.02,training
5.8222203,5.52,training
4.5467963,4.37,training
6.883785,6.53,training
5.0796547,5.39,training
9.208633,10,training
7.9454074,7.85,training
8.228515,7.48,training
7.423795,7.02,training
7.873914,8.3,training
5.903355,5.25,training
7.2470236,6.88,training
4.626225,5.02,training
5.7593307,5,training
3.143666,2.68,training
8.671912,9.05,training
2.4290195,2.28,training
8.915493,9.4,training
6.0955057,5.7,training
7.922269,8.4,training
6.2172456,5.85,training
10.10644,10.01,training
4.5220942,4.44,training
3.82679,4.3,training
3.771987,3.4,training
8.700624,8.11,training
5.3223863,5.31,training
8.38472,8.8,training
4.1477594,4,training
5.1645374,5.6,training
8.553002,8.77,training
4.525294,4.68,training
8.156711,8.22,training
5.8360844,5.95,training
4.8694944,4.55,training
6.8180885,6.3,training
7.7947273,7.59,training
5.090055,4.59,training
6.17214,5.64,training
8.848293,7.44,training
5.6765404,6.22,training
6.059406,6.48,training
5.715226,5.32,training
3.8886282,3.63,training
8.733643,8.92,training
5.6519094,5.92,training
3.6699219,3.05,training
8.240938,7.96,training
7.1358366,6.97,training
6.1620083,5.64,training
6.701532,7.06,training
7.3271675,7.07,training
6.718002,6.81,training
4.878526,4.53,training
7.5898657,7.37,training
7.1737804,7.7,training
8.957738,8,training
10.600745,12,training
4.6556325,4.74,training
5.6712375,5.33,training
6.909915,7.57,training
9.145626,10.46,training
7.4038606,7.64,training
6.6120577,6.63,training
8.840075,9,training
7.4228415,7.77,training
7.540838,7.41,training
8.176591,7.74,training
6.9137506,6.64,training
8.950191,8.72,training
7.7467046,7.6,training
7.5267735,7.39,training
7.233451,7.63,training
7.0277433,6.82,training
5.8093467,5.68,training
7.0930634,7.52,training
5.769791,5.55,training
7.7796364,7.68,training
4.195952,4.07,training
3.2793381,2.78,training
4.452965,4.52,training
6.290106,6.33,training
6.6843343,6.68,training
6.516128,7.13,training
8.0379505,7.7,training
5.760036,4.88,training
6.2840695,6.64,training
4.8768907,4.51,training
5.6972375,5.74,training
9.3773,9.64,training
5.2365336,5.21,training
4.7084417,3.36,training
6.58755,6.62,training
7.6770644,7.05,training
7.6207824,7.33,training
6.7353907,6.49,training
5.623605,4.85,training
8.2124,9.1,training
7.8098664,8.24,training
3.37395,3.3,training
8.487197,8.7,training
5.074562,5.54,training
6.090696,5.7,training
9.076731,8.66,training
8.277456,7.96,training
6.3200226,6.51,training
8.932309,8.3,training
5.3482943,4.15,training
5.564948,5.77,training
7.33214,6.92,training
9.632386,9.52,training
4.158386,3.9,training
2.950497,2.82,training
7.011,7.08,training
6.292682,6.62,training
8.072765,7.66,training
4.7783723,4.15,training
4.257587,3.43,training
6.0806046,6.37,training
8.896003,8.55,training
6.628279,7.3,training
7.753328,7.41,training
5.5729575,8,training
5.1739697,5.1,training
7.224686,7.72,training
6.765794,6.42,training
6.343709,6.52,training
5.697717,5.92,training
8.145913,7.62,training
6.1407757,5.52,training
7.4336643,7.74,training
7.075002,7.16,training
8.502203,8.31,training
2.8892405,2.77,training
5.981255,5.97,training
5.8097754,5.8,training
8.30568,8.52,training
6.2913213,6.38,training
3.9876885,3.82,training
4.4240937,4.29,training
7.9283957,7.36,training
3.3561058,3,training
6.8599033,7.01,training
5.77891,6.04,training
7.873003,7.74,training
7.673577,7.72,training
2.9781528,2.7,training
6.465028,5.1,training
5.09018,5.6,training
4.7345366,4.48,training
7.6728554,7.77,training
9.288392,9.04,training
7.7609124,7.2,training
6.8099337,6.2,training
6.176075,4.82,training
7.711784,8.22,training
4.825718,4.72,training
6.078018,6.63,training
7.6047792,7.15,training
6.573395,5.7,training
6.2790484,5.52,training
8.07568,8,training
6.6256804,6.33,training
8.57119,8.42,training
6.781878,5.44,training
6.835,6.97,training
4.9687486,4.72,training
7.058351,7.92,training
8.19183,8.1,training
4.1201525,4.44,training
5.6937265,5.8,training
10.16314,9.7,training
5.0109687,4.3,training
5.622913,4.85,training
5.240291,4.72,training
8.7342,8.55,training
6.3130255,5.74,training
5.939039,5.49,training
8.764183,9.33,training
3.3101568,2.74,training
5.058928,5.08,training
2.639165,2.27,training
10.5831995,8.92,training
5.845987,5.68,training
5.2995324,5.19,training
7.844076,8.22,training
6.795668,7,training
6.5714884,6.82,training
6.7760253,7.12,training
8.733712,8.05,training
10.336421,11.05,training
5.693548,5.6,training
8.013628,7.59,training
7.6172357,7.05,training
8.450927,7.84,training
8.804484,10,training
6.576512,6.9,training
5.816324,5.7,training
4.545789,4.55,training
9.120465,8.3,training
5.441379,5.7,training
6.5040107,6.7,training
7.551856,7.52,training
8.017391,6.92,training
6.69855,5.89,training
10.192874,10,training
6.266819,6.08,training
10.3518715,12,training
2.8625965,2.19,training
3.9016714,2.52,training
7.891489,7.92,training
7.6370974,8.03,training
7.911996,7.52,training
10.051599,9.61,training
5.614092,5.12,training
4.872519,4,training
9.364323,8.92,training
7.5230694,7.19,training
5.2475677,5.24,training
7.6598,7.37,training
5.0725136,4.87,training
6.079957,6.19,training
2.978259,2.82,training
6.688699,6.46,training
5.9996285,5.96,training
8.53823,8,training
3.9875212,4.09,training
7.5525923,7.25,training
4.768862,4.41,training
4.2798686,4.58,training
7.854824,7.44,training
5.618596,5.22,training
2.8865542,3.29,training
5.0572014,5.34,training
8.51747,8.43,training
8.675922,8,training
7.3181725,7.77,training
6.054351,5.26,training
6.6926274,6.59,training
12.295238,13,training
7.114074,6.74,training
9.36046,9,training
5.8816953,5.75,training
10.505781,10.1,training
8.526289,7.85,training
5.5366673,3.98,training
6.006784,6.1,training
9.884555,8.96,training
4.602145,4.49,training
1.7341564,1.26,training
8.942219,8.68,training
6.985193,6.7,training
9.011495,9,training
9.228509,8.74,training
7.241615,6.59,training
5.8136683,5.6,training
5.196923,4,training
6.651691,6.35,training
4.808646,5.22,training
4.9955764,4.32,training
6.3027625,6.15,training
4.769334,5.03,training
7.0162163,7.55,training
6.0678864,5.77,training
9.357906,8.62,training
7.143097,6.59,training
6.8695607,6.89,training
6.4938307,6.05,training
7.752922,7.1,training
8.515171,7.85,training
4.5727844,4.23,training
6.416926,6.26,training
11.418182,11.68,training
4.272311,3.9,training
8.289166,8.1,training
5.350834,4.74,training
7.938801,7.57,training
6.073698,5.27,training
8.322194,7.96,training
7.2294636,7.8,training
5.0103507,5.74,training
5.947842,5.72,training
4.9559827,4.92,training
8.985586,8.8,training
7.7211957,7.64,training
5.8174186,5.82,training
6.1293697,5.7,training
8.4799385,8.3,training
7.3821344,7.11,training
7.7828984,8.1,training
7.1770897,7.51,training
7.445506,7.07,training
6.8659534,7.54,training
8.593838,8.42,training
5.2122107,4.89,training
9.810155,8.77,training
8.121835,8,training
7.5518503,6.28,training
5.4299965,5,training
6.1402617,6.44,training
7.404349,8.11,training
5.64178,6.06,training
8.370431,7.19,training
3.2957275,2.39,training
7.8934236,8.49,training
7.178617,7.4,training
5.026459,4.7,training
6.6564693,6.96,training
8.239131,8.38,training
5.6474156,5.74,training
5.99565,6,training
6.0673833,5.39,training
7.686042,7.7,training
6.9738793,6.32,training
7.2715945,4.96,training
5.2232666,5.27,training
6.717653,6.44,training
7.4507794,7.35,training
6.532208,6.52,training
10.432116,10,training
9.450458,8.6,training
5.335395,4.74,training
6.695239,6.8,training
6.831826,6.82,training
6.150417,5.92,training
7.829682,8.04,training
6.125289,6.03,training
6.486493,6.47,training
7.394349,6.7,training
7.3725104,6.43,training
4.235683,4.26,training
7.342852,7.92,training
2.961289,2.82,training
8.778103,8.3,training
9.120514,8.52,training
4.418655,3.59,training
3.0455503,1.11,training
9.400642,9.17,training
9.504856,9.8,training
5.701412,5.92,training
5.076517,5.37,training
6.5041337,6.22,training
8.693005,9.35,training
6.919297,6.15,training
7.8202705,7.92,training
6.2591043,6,training
6.8343353,6.1,training
5.5182166,6.28,training
7.979331,8.66,training
4.2554426,4.55,training
4.7552032,4.09,training
7.377744,6.92,training
6.9808283,7.28,training
5.2568636,5.16,training
9.331509,8.48,training
7.6745872,7.92,training
4.9883738,4.74,training
4.9765234,4.08,training
8.429491,8,training
5.606119,5.64,training
10.160107,10.46,training
8.2058525,8.25,training
8.242769,7.99,training
7.8333607,7.1,training
3.034497,3.07,training
4.949655,5.39,training
7.805988,8.22,training
8.878829,8.1,training
6.18699,6,training
8.239928,7.92,training
6.9389143,7.03,training
8.308552,8.31,training
6.4764323,6.54,training
4.9371552,5.09,training
7.1763887,7.7,training
5.1019998,5.07,training
6.5494776,5.66,training
5.7333264,5.74,training
4.8146095,4.82,training
3.7723215,3.22,training
6.4053473,6.8,training
4.7148924,4.1,training
7.9101067,7.8,training
4.964806,5.43,training
6.8481183,6.98,training
2.8224761,1.99,training
3.3522694,3.52,training
2.7981424,2.52,training
5.2382417,5.54,training
6.498334,6.77,training
6.9632816,6.91,training
4.8426104,4.85,training
7.9341884,8.05,training
9.235318,8.42,training
3.854488,4.58,training
10.914555,11.22,training
6.8810697,6.52,training
6.7546806,6.06,training
7.215286,7.16,training
6.63611,6.69,training
5.974927,5.87,training
4.4546237,4.38,training
4.901502,4.91,training
8.3665905,7.46,training
4.739248,5.41,training
7.5661683,7.89,training
7.1112857,7.15,training
5.7936363,5.4,training
4.603774,4.77,training
3.9339974,2.88,training
6.3722,6.4,training
6.9373465,6.75,training
4.044348,4.22,training
8.928377,9.22,training
6.5153375,6.13,training
3.2464159,3.11,training
6.593727,6.8,training
3.656696,4.43,training
5.6781077,5.71,training
6.7514167,6.22,training
3.4568603,2.82,training
7.0899696,7.27,training
6.910251,6.77,training
7.1117435,7.2,training
6.631146,6.07,training
3.0238807,2.41,training
4.686795,3.66,training
6.185937,5.5,training
7.556237,7.28,training
6.216944,5.94,training
6.575784,7,training
10.835272,10,training
5.7782707,4.92,training
6.3257785,6.77,training
7.51148,6.69,training
6.074763,5.62,training
4.538328,4.18,training
5.7345715,5.82,training
8.122221,7.6,training
4.576891,3.67,training
9.390534,8.72,training
7.8248634,8.22,training
8.560867,8.52,training
1.8748969,1.28,training
10.538973,9.68,training
5.8095226,5.46,training
5.0575852,4.62,training
5.481772,5.52,training
8.006806,7.74,training
4.774539,4.4,training
6.787565,7.6,training
7.9120164,7.6,training
7.7758484,7.21,training
8.312425,8.11,training
8.660508,8.7,training
7.0702186,6.59,training
6.3516583,8.31,training
8.886502,8.49,training
7.635,7.15,training
5.6280255,5.7,training
5.7786207,5.59,training
4.2473283,3.6,training
7.6818314,7.52,training
5.8782167,5.51,training
5.8670936,5.18,training
4.0786242,4.43,training
4.4629936,4.54,training
8.55128,9.09,training
4.584858,4.74,training
5.8344855,6.12,training
9.739729,8.96,training
4.5367813,4.7,training
2.8875096,2.88,training
3.9645915,4.32,training
5.6941867,5.49,training
9.626775,8.77,training
6.1119742,6.27,training
4.863807,4.57,training
5.7136374,6.05,training
5.48181,5.22,training
6.6669083,6.36,training
3.8967183,3.3,training
2.232548,2.27,training
8.679339,8.52,training
8.5351,8.74,training
7.7432055,8.1,training
9.320101,9.51,training
6.103515,6.1,training
3.4671752,3.35,training
7.09543,6.27,training
6.649719,7.47,training
6.825047,7.22,training
7.6009545,7.55,training
3.897428,4.3,training
5.5517797,5.99,training
6.722915,6,training
8.554973,8.52,training
8.092336,8,training
9.146631,9.7,training
7.0646944,7.55,training
4.644156,4.7,training
4.641449,4.44,training
2.785647,2,training
7.402267,7.37,training
6.6303673,7,training
7.8581715,7.96,training
4.2439556,3.77,training
5.7984977,5.92,training
8.494264,9.1,training
7.4571676,7.82,training
5.5956893,5.64,training
8.454385,9,training
7.023736,6.82,training
5.108277,4.92,training
8.793827,8.89,training
3.8491282,3.7,training
3.0839963,3.01,training
5.174208,4.97,training
7.3764954,7.64,training
3.759,3.7,training
4.9338245,4.46,training
6.233348,6.96,training
4.624456,4.71,training
5.602812,4.8,training
6.212073,5.89,training
6.4615946,6.22,training
5.978887,5.93,training
9.159222,9.1,training
6.132367,6.4,training
6.208404,6.14,training
9.5626745,9,training
7.096694,6.66,training
11.291805,10.1,training
8.901764,9,training
8.470281,9.49,training
8.638106,8.57,training
4.286405,4.3,training
6.289932,6.05,training
8.779227,8.21,training
8.600832,9.22,training
4.744847,4.6,training
6.89096,6.7,training
6.346372,6.22,training
5.954437,5.74,training
4.452861,4.09,training
7.3881946,7.4,training
3.1034732,2.8,training
4.593268,4.84,training
1.8910657,1.4,training
5.2142177,5.85,training
4.9172797,5.13,training
11.013076,9.84,training
4.785081,4.97,training
3.9957018,3.48,training
9.066535,7.66,training
2.6974163,2,training
8.276731,8.19,training
7.400353,6.94,training
5.326263,4.96,training
8.05096,8.62,training
4.7913895,4.7,training
7.5993075,7.17,training
4.133899,3.9,training
6.2083206,6.22,training
4.368785,4.52,training
8.175192,7.52,training
5.403065,5.31,training
7.287964,8.1,training
7.9533224,7.92,training
7.3766975,6.54,training
6.036401,6.14,training
4.262085,4.48,training
5.354918,5,training
6.79706,6.28,training
7.0827513,7,training
6.555484,5.89,training
